 Name,Email ID,Attendence,College Name,,CGPA,Speaking Skills,ML Knowledge,Placement Status
Bhimashankar,bhimashankar@xyz.com,95%,"KLE Society's College of BCA, RLS Institute, Belagavi",,9.3,4,4,1
Sakshi,sakshi@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,9.1,3,3,1
Dipika,dipika@xyz.com,95%,St.Francis Institute of Technology,,7.6,2,2,0
Sudhir,sudhir@xyz.com,95%,New horizon institute of Technology and Management ,,7.8,4,4,0
Lalita,lalita@xyz.com,95%,Late G. N. Sapkal College Of Engineering,,7.9,4,4,1
VAIBHAVI,vaibhavi@xyz.com,95%,"Symbiosis Institute of Technology, Pune",,8.5,2,2,1
Shweta,shweta@xyz.com,95%,"MIT Academy Of Engineering ,Alandi",,8.7,4,4,0
revati,revati@xyz.com,95%,A. C. Patil College of Engineering,,8.3,4,4,0
Manisha,manisha@xyz.com,95%,Wilson college ,,9.4,5,5,0
Pooja,pooja@xyz.com,95%,"LD College of engineering, Ahmedabad, Gujarat ",,8.6,2,2,1
Sandesh,sandesh@xyz.com,95%,DKTE Society's Textile And Engineering Institute Ichalkaranji,,8.5,2,2,0
Ashwathi,ashwathi@xyz.com,95%,D Y PATIL INSTITUTE OF MCA AND MANAGEMENT AKURDI PUNE,,9.1,3,3,0
Pradnya ,pradnya@xyz.com,95%,AP SHAH INSTITUTE OF TECHNOLOGY ,,7.7,5,5,0
Suhas,suhas@xyz.com,95%,Don Bosco College of Engineering Fatorda Goa,,7.5,5,5,0
Apurva,apurva@xyz.com,95%,Pillai College of Engineering New Panvel,,7.2,5,5,0
Vaishnavi ,vaishnavi@xyz.com,95%,St Xavier's College ,,7.6,2,2,1
Mayur,mayur@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,7.3,5,5,1
Nashra,nashra@xyz.com,95%,"S.I.E.S. Graduate School Of Technology, Nerul, Navi Mumbai",,7.3,4,4,0
Poonam,poonam@xyz.com,95%,G H Raisoni institut of engineering and technology pune,,9.4,3,3,0
Ramita,ramita@xyz.com,95%,GOVERNMENT POLYTECHNIC GANDHINAGAR,,6.6,2,2,1
Manoj,manoj@xyz.com,95%,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",,6.6,2,2,1
Bhushan,bhushan@xyz.com,95%,"Vishwakarma Institute of Technology, Pune",,8.5,2,2,0
Ganesh,ganesh@xyz.com,95%,"KLE Society's College of BCA, RLS Institute, Belagavi",,7.7,5,5,0
Dudhat,dudhat@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,8.1,4,4,0
DHRUV,dhruv@xyz.com,95%,St.Francis Institute of Technology,,7.9,5,5,1
yash,yash@xyz.com,95%,New horizon institute of Technology and Management ,,7.1,4,4,0
Dipiaka,dipiaka@xyz.com,95%,Late G. N. Sapkal College Of Engineering,,8.3,3,3,0
Abhay,abhay@xyz.com,95%,"Symbiosis Institute of Technology, Pune",,7.7,3,3,0
Shraddha,shraddha@xyz.com,95%,"MIT Academy Of Engineering ,Alandi",,8,2,2,0
Manan,manan@xyz.com,95%,A. C. Patil College of Engineering,,6.5,5,5,0
REJOICE,rejoice@xyz.com,95%,Wilson college ,,9.4,5,5,1
susmita,susmita@xyz.com,95%,"LD College of engineering, Ahmedabad, Gujarat ",,6.8,5,5,1
Ishwari ,ishwari@xyz.com,95%,DKTE Society's Textile And Engineering Institute Ichalkaranji,,6.7,5,5,0
Sohail ,sohail@xyz.com,95%,"THAKUR INSTITUTE OF MANAGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",,7.9,5,5,0
Suraj,suraj@xyz.com,95%,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,,9.3,3,3,1
Kalyani,kalyani@xyz.com,95%,"Priyadarshini college of engineering, Nagpur ",,6.9,2,2,1
NIYATI  ,niyati@xyz.com,95%,"Vidyalankar Institute of Technology, Mumbai",,8.9,2,2,0
Vaishnavi,vaishnavi@xyz.com,95%,,,8.3,2,2,0
Purushottam,purushottam@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,7.2,2,2,0
Abhijit,abhijit@xyz.com,95%,silicon institute of technology,,8.1,4,4,1
sarthak,sarthak@xyz.com,95%,adhiyamaan college of engineering,,9.5,3,3,0
Pratik ,pratik@xyz.com,95%,don bosco college of engineering fatorda goa,,9.6,5,5,0
Asis ,asis@xyz.com,95%,pillai college of engineering new panvel,,7.5,4,4,0
Shivani ,shivani@xyz.com,95%,st xavier's college ,,7.9,3,3,0
Bhagirath,bhagirath@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.3,2,2,0
Prathamesh,prathamesh@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,9.6,2,2,1
Swapnil,swapnil@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.1,3,3,1
Sushant,sushant@xyz.com,95%,government polytechnic gandhinagar,,7.3,4,4,0
SATHYA,sathya@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.5,4,4,0
Sharvari,sharvari@xyz.com,95%,"vishwakarma institute of technology, pune",,7.6,4,4,1
aman,aman@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,8,4,4,1
Mukesh ,mukesh@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.2,2,2,0
Archana,archana@xyz.com,95%,government polytechnic gandhinagar,,9.1,5,5,0
Gauri,gauri@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.7,2,2,0
Niti ,niti@xyz.com,95%,"vishwakarma institute of technology, pune",,7.1,4,4,1
Nameera,nameera@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.1,3,3,0
Gopal,gopal@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.5,3,3,0
Rahul,rahul@xyz.com,95%,st.francis institute of technology,,9.2,5,5,0
Pramod,pramod@xyz.com,95%,new horizon institute of technology and management ,,7.9,5,5,0
Vitthal,vitthal@xyz.com,95%,late g. n. sapkal college of engineering,,7.3,3,3,0
Felix,felix@xyz.com,95%,"symbiosis institute of technology, pune",,7.3,2,2,1
Apeksha,apeksha@xyz.com,95%,"mit academy of engineering ,alandi",,7.8,5,5,1
Snehal,snehal@xyz.com,95%,a. c. patil college of engineering,,9.1,5,5,0
Shubhangi,shubhangi@xyz.com,95%,wilson college ,,6.9,4,4,0
Aniket,aniket@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.4,3,3,1
Apurva,apurva@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,6.7,2,2,1
Vaishnavi,vaishnavi@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.2,3,3,0
Mayuri,mayuri@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.3,4,4,0
Sukanya,sukanya@xyz.com,95%,government polytechnic gandhinagar,,7.9,2,2,0
Shubhangi ,shubhangi@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.9,5,5,1
Archana ,archana@xyz.com,95%,"vishwakarma institute of technology, pune",,7.6,4,4,0
Anuja,anuja@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.3,5,5,0
OMKAR,omkar@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.4,4,4,0
Sudarshan,sudarshan@xyz.com,95%,st.francis institute of technology,,8.4,2,2,0
Pritee,pritee@xyz.com,95%,new horizon institute of technology and management ,,6.6,2,2,0
Priyanka,priyanka@xyz.com,95%,late g. n. sapkal college of engineering,,7.8,3,3,1
Dipak,dipak@xyz.com,95%,"symbiosis institute of technology, pune",,8.7,3,3,1
Archis,archis@xyz.com,95%,"mit academy of engineering ,alandi",,7.2,2,2,0
Virendra,virendra@xyz.com,95%,a. c. patil college of engineering,,7.1,4,4,0
Omkar,omkar@xyz.com,95%,wilson college ,,8,5,5,1
Manasi,manasi@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.5,2,2,1
Karina ,karina@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.5,2,2,0
Manali,manali@xyz.com,95%,,,9.1,2,2,0
Sushmita ,sushmita@xyz.com,95%,d y patil institute of mca and management akurdi pune,,9.7,5,5,0
Harshal,harshal@xyz.com,95%,ap shah institute of technology ,,8.7,2,2,1
saurabh,saurabh@xyz.com,95%,don bosco college of engineering fatorda goa,,6.5,5,5,0
Sanjana,sanjana@xyz.com,95%,pillai college of engineering new panvel,,8.8,4,4,0
Gayatri,gayatri@xyz.com,95%,st xavier's college ,,9.3,4,4,0
Rucha,rucha@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.6,5,5,0
Suvarna,suvarna@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,6.5,2,2,0
Rutuja,rutuja@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.7,4,4,1
Kiran,kiran@xyz.com,95%,government polytechnic gandhinagar,,9.1,4,4,1
Akashdeep ,akashdeep@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.2,4,4,0
Shraddha,shraddha@xyz.com,95%,"vishwakarma institute of technology, pune",,7.3,4,4,0
Kanchan,kanchan@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.6,5,5,1
Monika,monika@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.1,2,2,1
Dhruvee,dhruvee@xyz.com,95%,st.francis institute of technology,,8.3,4,4,0
Vidhi,vidhi@xyz.com,95%,new horizon institute of technology and management ,,9.2,3,3,0
Rohit,rohit@xyz.com,95%,late g. n. sapkal college of engineering,,9.9,2,2,0
Ayush,ayush@xyz.com,95%,"symbiosis institute of technology, pune",,9.3,5,5,1
Vipul ,vipul@xyz.com,95%,"mit academy of engineering ,alandi",,7.1,4,4,0
Nisha,nisha@xyz.com,95%,a. c. patil college of engineering,,7.5,3,3,0
Sherly,sherly@xyz.com,95%,wilson college ,,7.3,4,4,0
Ketan,ketan@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.4,3,3,0
Sanesh,sanesh@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.3,2,2,0
Pratiksha,pratiksha@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,7.4,3,3,1
Bhakti,bhakti@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,6.7,4,4,1
Saraswati,saraswati@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.3,5,5,0
Aishwarya,aishwarya@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.7,5,5,0
Pooja,pooja@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,7.9,2,2,1
Simran,simran@xyz.com,95%,silicon institute of technology,,7.2,5,5,1
Aryan,aryan@xyz.com,95%,adhiyamaan college of engineering,,7.1,4,4,0
Simi,simi@xyz.com,95%,don bosco college of engineering fatorda goa,,8.7,2,2,0
Shireen,shireen@xyz.com,95%,pillai college of engineering new panvel,,8.7,2,2,0
Tanaya,tanaya@xyz.com,95%,st xavier's college ,,8.2,4,4,1
Sushmita,sushmita@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.8,4,4,0
Kalyani ,kalyani@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,7.1,2,2,0
Karpura,karpura@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.5,2,2,0
Sujit,sujit@xyz.com,95%,government polytechnic gandhinagar,,9.1,3,3,0
Diya,diya@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.5,5,5,0
Purva,purva@xyz.com,95%,"vishwakarma institute of technology, pune",,6.7,3,3,1
Sonal,sonal@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.7,2,2,1
Sunidhee,sunidhee@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.2,4,4,0
Maithilee,maithilee@xyz.com,95%,government polytechnic gandhinagar,,6.5,2,2,0
Pravin,pravin@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.7,3,3,1
Mayuri,mayuri@xyz.com,95%,"vishwakarma institute of technology, pune",,9.1,2,2,1
Isha,isha@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,8.9,4,4,0
Riddhi,riddhi@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.4,2,2,0
Pallavi,pallavi@xyz.com,95%,st.francis institute of technology,,7.3,5,5,0
Rahul,rahul@xyz.com,95%,new horizon institute of technology and management ,,8.6,4,4,1
Ishan,ishan@xyz.com,95%,late g. n. sapkal college of engineering,,9.2,2,2,0
Shubham,shubham@xyz.com,95%,"symbiosis institute of technology, pune",,7.8,5,5,0
Arpita,arpita@xyz.com,95%,"mit academy of engineering ,alandi",,7.9,4,4,0
SANKET,sanket@xyz.com,95%,a. c. patil college of engineering,,9.9,4,4,0
Ajit,ajit@xyz.com,95%,wilson college ,,8.1,5,5,0
Mayuri ,mayuri@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.5,2,2,1
Swapnil,swapnil@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.8,4,4,1
Asma,asma@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.6,3,3,0
Nakshatra,nakshatra@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.6,5,5,0
Dhanashri,dhanashri@xyz.com,95%,government polytechnic gandhinagar,,6.2,5,5,1
Shweta,shweta@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.1,5,5,1
Ashini,ashini@xyz.com,95%,d y patil institute of mca and management akurdi pune,,7.2,2,2,0
Abhijeet,abhijeet@xyz.com,95%,ap shah institute of technology ,,9.5,5,5,0
Mohsin,mohsin@xyz.com,95%,don bosco college of engineering fatorda goa,,6.8,4,4,0
Mahesh,mahesh@xyz.com,95%,pillai college of engineering new panvel,,8.4,2,2,1
Arbaj,arbaj@xyz.com,95%,st xavier's college ,,9.9,2,2,0
Simran ,simran@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.6,5,5,0
Ram,ram@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,6.7,3,3,0
Gauri,gauri@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.6,2,2,0
Manisha,manisha@xyz.com,95%,government polytechnic gandhinagar,,8.3,3,3,0
Yogesh,yogesh@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.3,2,2,1
Akash,akash@xyz.com,95%,"vishwakarma institute of technology, pune",,8.9,3,3,1
Dipali ,dipali@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.5,3,3,0
Priyanka ,priyanka@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.5,5,5,0
Avadhut,avadhut@xyz.com,95%,st.francis institute of technology,,8.5,5,5,1
Shivani ,shivani@xyz.com,95%,new horizon institute of technology and management ,,8.8,5,5,1
Gurpreet,gurpreet@xyz.com,95%,late g. n. sapkal college of engineering,,7.9,2,2,0
Ashfaque,ashfaque@xyz.com,95%,"symbiosis institute of technology, pune",,7.5,3,3,0
Yashashree,yashashree@xyz.com,95%,"mit academy of engineering ,alandi",,8.3,5,5,0
S,s@xyz.com,95%,a. c. patil college of engineering,,6.4,2,2,1
Yogita,yogita@xyz.com,95%,wilson college ,,7.5,2,2,0
Rutuja,rutuja@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.7,3,3,0
Vidya,vidya@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.9,4,4,0
Nitesh,nitesh@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,7.6,3,3,0
Pooja,pooja@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,7.9,5,5,0
LENIN,lenin@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.7,4,4,1
Arun ,arun@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.4,5,5,1
Shravani,shravani@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,9.2,2,2,0
Ruchira,ruchira@xyz.com,95%,silicon institute of technology,,7.6,2,2,0
Shivani,shivani@xyz.com,95%,adhiyamaan college of engineering,,8.7,4,4,1
PRIYADARSHANI,priyadarshani@xyz.com,95%,don bosco college of engineering fatorda goa,,9.5,2,2,1
Snehal ,snehal@xyz.com,95%,pillai college of engineering new panvel,,6.9,2,2,0
Snehal,snehal@xyz.com,95%,st xavier's college ,,9.2,4,4,0
Rashmi,rashmi@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.9,5,5,0
Shubham ,shubham@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,7.2,2,2,1
Shubham,shubham@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.5,2,2,0
Esha ,esha@xyz.com,95%,government polytechnic gandhinagar,,6.5,2,2,0
GANGAVARAPU ,gangavarapu@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.5,5,5,0
Shubhangi,shubhangi@xyz.com,95%,"vishwakarma institute of technology, pune",,6.9,2,2,0
Vaishnavi,vaishnavi@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.6,4,4,0
Chamini,chamini@xyz.com,95%,g h raisoni institut of engineering and technology pune,,6.5,3,3,1
Shivani,shivani@xyz.com,95%,government polytechnic gandhinagar,,7.3,4,4,1
Sourabh,sourabh@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.7,4,4,0
Ved,ved@xyz.com,95%,"vishwakarma institute of technology, pune",,8.7,2,2,0
Pragati,pragati@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.7,5,5,1
AKSHAY,akshay@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9,4,4,1
Pratiksha,pratiksha@xyz.com,95%,st.francis institute of technology,,7.2,4,4,0
Pradnya,pradnya@xyz.com,95%,new horizon institute of technology and management ,,8.5,3,3,0
Yuchen,yuchen@xyz.com,95%,late g. n. sapkal college of engineering,,6.5,4,4,0
Shraddha,shraddha@xyz.com,95%,"symbiosis institute of technology, pune",,6.6,4,4,1
Chaitanya ,chaitanya@xyz.com,95%,"mit academy of engineering ,alandi",,9.5,5,5,0
Shrinath,shrinath@xyz.com,95%,a. c. patil college of engineering,,8.1,2,2,0
Rajesh,rajesh@xyz.com,95%,wilson college ,,9.7,5,5,0
Siddharth,siddharth@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.3,3,3,0
Rutika,rutika@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.1,3,3,0
Dhanashree,dhanashree@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.6,5,5,1
Raksha,raksha@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.8,3,3,1
Chandrakant,chandrakant@xyz.com,95%,government polytechnic gandhinagar,,7.9,3,3,0
Saniya,saniya@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.5,3,3,0
Rutuja,rutuja@xyz.com,95%,"vishwakarma institute of technology, pune",,8.7,3,3,1
Kushal ,kushal@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,8.3,5,5,1
Priti,priti@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.4,5,5,0
Yukti,yukti@xyz.com,95%,st.francis institute of technology,,8.6,5,5,0
Kartik,kartik@xyz.com,95%,new horizon institute of technology and management ,,8.5,3,3,0
Atharwa ,atharwa@xyz.com,95%,late g. n. sapkal college of engineering,,9.1,4,4,1
shivansh,shivansh@xyz.com,95%,"symbiosis institute of technology, pune",,7.7,4,4,0
Piyush ,piyush@xyz.com,95%,"mit academy of engineering ,alandi",,7.5,2,2,0
Sharvari ,sharvari@xyz.com,95%,a. c. patil college of engineering,,7.2,5,5,0
ABHITA,abhita@xyz.com,95%,wilson college ,,7.6,3,3,0
Akash ,akash@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.3,5,5,0
SONAL,sonal@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.3,4,4,1
Aryan ,aryan@xyz.com,95%,na,,9.4,3,3,1
Raj,raj@xyz.com,95%,na,,6.6,4,4,0
Esha,esha@xyz.com,95%,na,,6.6,2,2,0
Mrunmayee,mrunmayee@xyz.com,95%,"mit academy of engineering ,alandi",,8.5,5,5,1
Shaunak,shaunak@xyz.com,95%,a. c. patil college of engineering,,7.7,5,5,1
Divij,divij@xyz.com,95%,wilson college ,,8.1,2,2,0
Akash,akash@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.9,3,3,0
Shubham ,shubham@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.1,5,5,0
Ajitsingh,ajitsingh@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,8.3,3,3,1
Aniket,aniket@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,7.7,4,4,0
akshad,akshad@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8,3,3,0
Sakshi,sakshi@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.5,5,5,0
SAKSHI,sakshi@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,9.4,5,5,0
Laukik,laukik@xyz.com,95%,silicon institute of technology,,6.8,3,3,0
Ajinkya,ajinkya@xyz.com,95%,adhiyamaan college of engineering,,6.7,4,4,1
Advait,advait@xyz.com,95%,don bosco college of engineering fatorda goa,,7.9,2,2,1
Ranveer,ranveer@xyz.com,95%,pillai college of engineering new panvel,,9.3,5,5,0
Amey,amey@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,6.9,5,5,0
Harshvardhan,harshvardhan@xyz.com,95%,silicon institute of technology,,8.9,2,2,1
Kiran,kiran@xyz.com,95%,adhiyamaan college of engineering,,8.3,5,5,1
Anway,anway@xyz.com,95%,don bosco college of engineering fatorda goa,,7.2,4,4,0
Swaminath,swaminath@xyz.com,95%,pillai college of engineering new panvel,,8.1,2,2,0
Akash,akash@xyz.com,95%,st xavier's college ,,9.5,3,3,0
Gaurav,gaurav@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.6,5,5,1
Arbaz,arbaz@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,7.5,4,4,0
Shreya,shreya@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.9,2,2,0
Siddhant,siddhant@xyz.com,95%,government polytechnic gandhinagar,,9.3,5,5,0
Prasanna,prasanna@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.6,5,5,0
Jugal,jugal@xyz.com,95%,"vishwakarma institute of technology, pune",,9.1,2,2,0
Shubham,shubham@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.3,4,4,1
Parth,parth@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.5,3,3,1
Dhruv,dhruv@xyz.com,95%,government polytechnic gandhinagar,,7.6,5,5,0
Akshay,akshay@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8,3,3,0
Ashhar ,ashhar@xyz.com,95%,"vishwakarma institute of technology, pune",,7.2,2,2,1
Rutvik,rutvik@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.1,2,2,1
Bhushan,bhushan@xyz.com,78%,"priyadarshini college of engineering, nagpur ",,6.7,3,3,0
mustafa,mustafa@xyz.com,95%,st.francis institute of technology,,7.1,5,5,0
Ashwattha,ashwattha@xyz.com,95%,new horizon institute of technology and management ,,7.1,2,2,1
Dipak,dipak@xyz.com,95%,late g. n. sapkal college of engineering,,9.5,3,3,0
Hitesh,hitesh@xyz.com,95%,"symbiosis institute of technology, pune",,9.2,5,5,0
Aditya,aditya@xyz.com,95%,"mit academy of engineering ,alandi",,7.9,3,3,0
Vallabh,vallabh@xyz.com,95%,a. c. patil college of engineering,,7.3,4,4,0
Nehadevi,nehadevi@xyz.com,95%,wilson college ,,7.3,2,2,0
Abu,abu@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.8,5,5,1
Abhishek,abhishek@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.1,4,4,1
Khushal,khushal@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,6.9,3,3,0
raghav,raghav@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.4,5,5,0
Tushar,tushar@xyz.com,95%,government polytechnic gandhinagar,,6.7,3,3,1
Omkar,omkar@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.2,2,2,1
Mithilesh,mithilesh@xyz.com,95%,"vishwakarma institute of technology, pune",,7.3,4,4,0
Varsha,varsha@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.9,5,5,0
Manan,manan@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.9,3,3,0
Anshul,anshul@xyz.com,95%,st.francis institute of technology,,7.6,2,2,1
Varun,varun@xyz.com,95%,new horizon institute of technology and management ,,9.3,5,5,0
Mohit,mohit@xyz.com,95%,late g. n. sapkal college of engineering,,6.4,2,2,0
